split,train_frac,n_train_rows,objective,n_products,mean_regret,median_regret,std_regret,mean_relative_performance,price_match_rate,mean_candidate_prices,selected_exposure_n
7,0.8,2280,expected_revenue,15,0.0154871982361574,0.0,0.0599816608480507,0.9996822847621498,0.9333333333333332,9.933333333333334,100
8,0.01,30,cvar_0.25,15,2.3247768903064214,2.217136870125056,2.370962028541039,0.7133640946102056,0.1333333333333333,9.466666666666669,100
8,0.01,30,expected_revenue,15,3.837041223267608,3.200486074358748,4.412139797046875,0.8851297184746066,0.0,9.466666666666669,100
8,0.025,75,cvar_0.25,15,0.7416812354199495,0.1533244937562896,1.278190173020736,0.906587110432048,0.3333333333333333,9.466666666666669,100
8,0.025,75,expected_revenue,15,1.9456620319259643,0.8431158457397672,2.253060455158928,0.942684120110057,0.2,9.466666666666669,100
8,0.05,150,cvar_0.25,15,0.5098875265990684,0.0,0.844870974646342,0.9417307962185392,0.5333333333333333,9.466666666666669,100
8,0.05,150,expected_revenue,15,0.6669765722254264,0.0741382933427132,1.195976883477645,0.974725099132097,0.4,9.466666666666669,100
8,0.1,299,cvar_0.25,15,0.2774019556385296,0.0,0.6502295977291547,0.970854295556061,0.6666666666666666,9.466666666666669,100
8,0.1,299,expected_revenue,15,0.2920707019341547,0.0,0.6397959122750798,0.9902598364984336,0.5333333333333333,9.466666666666669,100
8,0.2,597,cvar_0.25,15,0.1623924616114293,0.0,0.3891400125164511,0.982959016723992,0.6,9.466666666666669,100
8,0.2,597,expected_revenue,15,0.0224595860833026,0.0,0.0484522569477483,0.9994628712799308,0.7333333333333333,9.466666666666669,100
8,0.3,896,cvar_0.25,15,0.1312505672883339,0.0,0.3839923116066335,0.9861542360264768,0.7333333333333333,9.466666666666669,100
8,0.3,896,expected_revenue,15,0.0355347863229553,0.0,0.0597403068934849,0.999170308007129,0.6666666666666666,9.466666666666669,100
8,0.4,1194,cvar_0.25,15,0.3260910970941516,0.0,0.6557052149394793,0.9582400136822088,0.6666666666666666,9.466666666666669,100
8,0.4,1194,expected_revenue,15,0.0144444751522994,0.0,0.0530934077406131,0.9995273748467652,0.8666666666666667,9.466666666666669,100
8,0.5,1493,cvar_0.25,15,0.2812895713838634,0.0,0.6485737004885952,0.969115492500016,0.6,9.466666666666669,100
8,0.5,1493,expected_revenue,15,0.0039712963610047,0.0,0.0153807646690256,0.9999149830403768,0.9333333333333332,9.466666666666669,100
8,0.6,1791,cvar_0.25,15,0.1318448113113068,0.0,0.3826398864347065,0.986236211176616,0.6666666666666666,9.466666666666669,100
8,0.6,1791,expected_revenue,15,0.0081191725540695,0.0,0.0214322882053514,0.9998183550731148,0.8666666666666667,9.466666666666669,100
8,0.7,2090,cvar_0.25,15,0.0320291493926418,0.0,0.0617780263728852,0.9955364182446468,0.7333333333333333,9.466666666666669,100
